Waiting Time,0.2555
Number Waiting,0.1970
Instantaneous Utilization,0.3545
Waiting Time,0.3307
Number Waiting,0.2808
Instantaneous Utilization,0.4153
Waiting Time,0.2529
Number Waiting,0.2070
Instantaneous Utilization,0.3890
Waiting Time,0.2906
Number Waiting,0.2238
Instantaneous Utilization,0.3631
Waiting Time,0.3312
Number Waiting,0.2746
Instantaneous Utilization,0.3705
Waiting Time,0.3535
Number Waiting,0.2902
Instantaneous Utilization,0.4097
Waiting Time,0.2493
Number Waiting,0.1907
Instantaneous Utilization,0.3729
Waiting Time,0.3391
Number Waiting,0.2672
Instantaneous Utilization,0.3743
Waiting Time,0.4615
Number Waiting,0.3674
Instantaneous Utilization,0.3851
Waiting Time,0.2419
Number Waiting,0.2005
Instantaneous Utilization,0.3939
Waiting Time,0.3020
Number Waiting,0.2386
Instantaneous Utilization,0.3794
Waiting Time,0.2931
Number Waiting,0.2454
Instantaneous Utilization,0.4072
Waiting Time,0.3212
Number Waiting,0.2640
Instantaneous Utilization,0.3991
Waiting Time,0.3163
Number Waiting,0.2650
Instantaneous Utilization,0.4069
Waiting Time,0.2992
Number Waiting,0.2418
Instantaneous Utilization,0.3796
Waiting Time,0.3117
Number Waiting,0.2681
Instantaneous Utilization,0.4181
Waiting Time,0.2444
Number Waiting,0.1897
Instantaneous Utilization,0.3673
Waiting Time,0.3080
Number Waiting,0.2592
Instantaneous Utilization,0.3916
Waiting Time,0.2048
Number Waiting,0.1622
Instantaneous Utilization,0.3462
Waiting Time,0.2685
Number Waiting,0.2164
Instantaneous Utilization,0.4069
Waiting Time,0.1892
Number Waiting,0.1455
Instantaneous Utilization,0.3295
Waiting Time,0.2968
Number Waiting,0.2309
Instantaneous Utilization,0.3652
Waiting Time,0.2393
Number Waiting,0.1780
Instantaneous Utilization,0.3513
Waiting Time,0.2945
Number Waiting,0.2324
Instantaneous Utilization,0.3763
Waiting Time,0.2506
Number Waiting,0.2015
Instantaneous Utilization,0.3692
Waiting Time,0.2067
Number Waiting,0.1650
Instantaneous Utilization,0.3581
Waiting Time,0.2342
Number Waiting,0.1722
Instantaneous Utilization,0.3444
Waiting Time,0.2781
Number Waiting,0.2169
Instantaneous Utilization,0.3718
Waiting Time,0.2665
Number Waiting,0.2044
Instantaneous Utilization,0.3593
Waiting Time,0.3254
Number Waiting,0.2499
Instantaneous Utilization,0.3722
Waiting Time,0.2711
Number Waiting,0.2280
Instantaneous Utilization,0.4130
Waiting Time,0.3607
Number Waiting,0.3092
Instantaneous Utilization,0.4229
Waiting Time,0.2653
Number Waiting,0.2075
Instantaneous Utilization,0.3587
Waiting Time,0.2864
Number Waiting,0.2131
Instantaneous Utilization,0.3628
Waiting Time,0.4136
Number Waiting,0.3433
Instantaneous Utilization,0.4177
Waiting Time,0.2918
Number Waiting,0.2282
Instantaneous Utilization,0.3747
Waiting Time,0.3271
Number Waiting,0.2695
Instantaneous Utilization,0.4037
Waiting Time,0.2670
Number Waiting,0.2233
Instantaneous Utilization,0.3785
Waiting Time,0.2858
Number Waiting,0.2375
Instantaneous Utilization,0.3875
Waiting Time,0.3340
Number Waiting,0.2637
Instantaneous Utilization,0.3756
Waiting Time,0.2898
Number Waiting,0.2222
Instantaneous Utilization,0.3708
Waiting Time,0.3711
Number Waiting,0.2939
Instantaneous Utilization,0.3862
Waiting Time,0.2109
Number Waiting,0.1630
Instantaneous Utilization,0.3682
Waiting Time,0.2275
Number Waiting,0.1713
Instantaneous Utilization,0.3538
Waiting Time,0.3160
Number Waiting,0.2417
Instantaneous Utilization,0.3639
Waiting Time,0.2649
Number Waiting,0.2159
Instantaneous Utilization,0.3810
Waiting Time,0.3276
Number Waiting,0.2615
Instantaneous Utilization,0.3914
Waiting Time,0.3508
Number Waiting,0.2902
Instantaneous Utilization,0.4075
Waiting Time,0.2272
Number Waiting,0.1670
Instantaneous Utilization,0.3490
Waiting Time,0.2578
Number Waiting,0.2027
Instantaneous Utilization,0.3696
Waiting Time,0.4366
Number Waiting,0.3746
Instantaneous Utilization,0.4350
Waiting Time,0.2503
Number Waiting,0.1963
Instantaneous Utilization,0.3568
Waiting Time,0.2328
Number Waiting,0.1804
Instantaneous Utilization,0.3787
Waiting Time,0.2535
Number Waiting,0.1934
Instantaneous Utilization,0.3688
Waiting Time,0.3129
Number Waiting,0.2594
Instantaneous Utilization,0.3899
Waiting Time,0.2455
Number Waiting,0.1976
Instantaneous Utilization,0.3611
Waiting Time,0.3105
Number Waiting,0.2481
Instantaneous Utilization,0.3858
Waiting Time,0.2946
Number Waiting,0.2404
Instantaneous Utilization,0.3841
Waiting Time,0.3425
Number Waiting,0.2815
Instantaneous Utilization,0.3962
Waiting Time,0.3600
Number Waiting,0.2916
Instantaneous Utilization,0.3878
Waiting Time,0.3019
Number Waiting,0.2451
Instantaneous Utilization,0.3714
Waiting Time,0.2929
Number Waiting,0.2425
Instantaneous Utilization,0.3979
