Instantaneous Utilization,0.3852
Waiting Time,0.3086
Number Waiting,0.2339
Instantaneous Utilization,0.4032
Waiting Time,0.3310
Number Waiting,0.2433
Instantaneous Utilization,0.4085
Waiting Time,0.3318
Number Waiting,0.2552
Instantaneous Utilization,0.3923
Waiting Time,0.3439
Number Waiting,0.2324
Instantaneous Utilization,0.3603
Waiting Time,0.4901
Number Waiting,0.3607
Instantaneous Utilization,0.3985
Waiting Time,0.4246
Number Waiting,0.3355
Instantaneous Utilization,0.4181
Waiting Time,0.3695
Number Waiting,0.2598
Instantaneous Utilization,0.3872
Waiting Time,0.3106
Number Waiting,0.2221
Instantaneous Utilization,0.3827
Waiting Time,0.2681
Number Waiting,0.1908
Instantaneous Utilization,0.3525
Waiting Time,0.5138
Number Waiting,0.3895
Instantaneous Utilization,0.4086
Waiting Time,0.4052
Number Waiting,0.3023
Instantaneous Utilization,0.4120
Waiting Time,0.3151
Number Waiting,0.2303
Instantaneous Utilization,0.3907
Waiting Time,0.2992
Number Waiting,0.2196
Instantaneous Utilization,0.3832
Waiting Time,0.2654
Number Waiting,0.1953
Instantaneous Utilization,0.3741
Waiting Time,0.5510
Number Waiting,0.4160
Instantaneous Utilization,0.4145
