0.8114,4.0411,2.2416791846325825
0.8017,3.9095,2.1699468231697576
0.9053,6.901199999999999,3.815334724978897
0.8479,7.0568,3.9128968334359957
0.8801,7.5915,4.034161992106403
0.9314,10.2479,5.584820769739694
0.8507,5.0045,2.8479938037551618
0.8362,4.831,2.8185237788880526
0.8403,4.7585,2.6696621997125454
0.8507,4.8162,2.7008938037551617
0.8212,4.9436,2.7228685807496635
0.9233,10.205599999999999,5.428200962744964
0.8518,4.4472000000000005,2.481421184951977
0.7157,2.1715999999999998,1.2809970205096617
0.865,6.0469,3.3495497593137586
0.8659,9.2975,5.246163071202062
0.8313,5.7597,3.261729080829512
0.8256,4.959099999999999,2.640678105536924
0.8387,3.6893000000000002,2.1434496452444503
0.9025,10.3039,5.4548377546597315
0.8371,4.1521,2.337737090776356
0.8276,4.5599,2.461018798622043
0.9129,6.1655999999999995,3.2919693587023477
0.9653,26.012999999999998,14.290655517532453
0.8527,5.4079999999999995,3.0030344968402805
0.8948,5.998,3.2529460862820248
0.8197,3.6510000000000002,2.1011130609358246
0.8082,3.4602000000000004,1.955854075696393
0.8558,6.710500000000001,3.5595025711222137
0.829,4.253,2.3873172837816257
0.8517,5.0729,2.753564150297721
0.8961,8.5498,4.414487536787352
0.8396,10.1574,5.315362957132754
0.8534,7.0438,3.7933337394200715
0.8331,4.679,2.596455704606119
0.7443,2.6456999999999997,1.5659089316268564
0.8939,5.560700000000001,3.092432774393721
0.8258,3.7676000000000003,2.147692174845436
0.8899,6.8299,3.7196513882234843
0.8754,4.8761,2.7859813633563753
0.8881,7.3073,3.895724764446878
0.8371,4.4608,2.4683370907763553
0.8379,6.319800000000001,3.652393368010403
0.8754,6.5153,3.655981363356375
0.8506,6.6229000000000005,3.7141367691009055
0.8381,8.936100000000001,5.019207437318915
0.8684,5.5517,3.0335889375584606
0.8957,13.0409,7.1778593981703285
0.8312,4.4763,2.643172046175256
0.8723,4.8414,2.598213289074441
