Instantaneous Utilization,ResourceLogin,0.4707
Waiting Time,ALTERAR.Queue,0.1593
Waiting Time,APP.Queue,0.3740
Waiting Time,BD.Queue,0.2887
Waiting Time,CONSULTAR.Queue,0.3729
Waiting Time,LOGIN.Queue,0.4873
Number Waiting,ALTERAR.Queue,0.05128426
Number Waiting,APP.Queue,0.2816
Number Waiting,BD.Queue,0.2342
Number Waiting,CONSULTAR.Queue,0.1827
Number Waiting,LOGIN.Queue,0.3670
Instantaneous Utilization,ResourceAlterar,0.2238
Instantaneous Utilization,ResourceApp,0.4138
Instantaneous Utilization,ResourceBD,0.3962
Instantaneous Utilization,ResourceConsultar,0.3367
Instantaneous Utilization,ResourceLogin,0.4485
Waiting Time,ALTERAR.Queue,0.1302
Waiting Time,APP.Queue,0.4354
Waiting Time,BD.Queue,0.3125
Waiting Time,CONSULTAR.Queue,0.3556
Waiting Time,LOGIN.Queue,0.4368
Number Waiting,ALTERAR.Queue,0.04516828
Number Waiting,APP.Queue,0.3435
Number Waiting,BD.Queue,0.2597
Number Waiting,CONSULTAR.Queue,0.1725
Number Waiting,LOGIN.Queue,0.3438
Instantaneous Utilization,ResourceAlterar,0.2457
Instantaneous Utilization,ResourceApp,0.4222
Instantaneous Utilization,ResourceBD,0.3928
Instantaneous Utilization,ResourceConsultar,0.3287
Instantaneous Utilization,ResourceLogin,0.4618
Waiting Time,ALTERAR.Queue,0.2824
Waiting Time,APP.Queue,0.4177
Waiting Time,BD.Queue,0.2892
Waiting Time,CONSULTAR.Queue,0.3008
Waiting Time,LOGIN.Queue,0.4511
Number Waiting,ALTERAR.Queue,0.08557850
Number Waiting,APP.Queue,0.3154
Number Waiting,BD.Queue,0.2376
Number Waiting,CONSULTAR.Queue,0.1546
Number Waiting,LOGIN.Queue,0.3402
Instantaneous Utilization,ResourceAlterar,0.2167
Instantaneous Utilization,ResourceApp,0.3577
Instantaneous Utilization,ResourceBD,0.3627
Instantaneous Utilization,ResourceConsultar,0.3393
Instantaneous Utilization,ResourceLogin,0.4383
Waiting Time,ALTERAR.Queue,0.2555
Waiting Time,APP.Queue,0.4848
Waiting Time,BD.Queue,0.3070
Waiting Time,CONSULTAR.Queue,0.3667
Waiting Time,LOGIN.Queue,0.5033
Number Waiting,ALTERAR.Queue,0.0932
Number Waiting,APP.Queue,0.3718
Number Waiting,BD.Queue,0.2569
Number Waiting,CONSULTAR.Queue,0.1735
Number Waiting,LOGIN.Queue,0.3855
Instantaneous Utilization,ResourceAlterar,0.2516
Instantaneous Utilization,ResourceApp,0.4243
Instantaneous Utilization,ResourceBD,0.4113
Instantaneous Utilization,ResourceConsultar,0.3332
Instantaneous Utilization,ResourceLogin,0.4645
Waiting Time,ALTERAR.Queue,0.2122
Waiting Time,APP.Queue,0.3343
Waiting Time,BD.Queue,0.3560
Waiting Time,CONSULTAR.Queue,0.3455
Waiting Time,LOGIN.Queue,0.5387
Number Waiting,ALTERAR.Queue,0.06494213
Number Waiting,APP.Queue,0.2461
Number Waiting,BD.Queue,0.2880
Number Waiting,CONSULTAR.Queue,0.1738
Number Waiting,LOGIN.Queue,0.3960
Instantaneous Utilization,ResourceAlterar,0.2324
Instantaneous Utilization,ResourceApp,0.3708
Instantaneous Utilization,ResourceBD,0.4014
Instantaneous Utilization,ResourceConsultar,0.3462
Instantaneous Utilization,ResourceLogin,0.4483
Waiting Time,ALTERAR.Queue,0.1523
Waiting Time,APP.Queue,0.3488
Waiting Time,BD.Queue,0.4512
Waiting Time,CONSULTAR.Queue,0.2918
Waiting Time,LOGIN.Queue,0.3337
Number Waiting,ALTERAR.Queue,0.04553867
Number Waiting,APP.Queue,0.2507
Number Waiting,BD.Queue,0.3470
Number Waiting,CONSULTAR.Queue,0.1372
Number Waiting,LOGIN.Queue,0.2373
Instantaneous Utilization,ResourceAlterar,0.2149
Instantaneous Utilization,ResourceApp,0.3823
Instantaneous Utilization,ResourceBD,0.3855
Instantaneous Utilization,ResourceConsultar,0.3267
Instantaneous Utilization,ResourceLogin,0.4055
Waiting Time,ALTERAR.Queue,0.2028
Waiting Time,APP.Queue,0.2463
Waiting Time,BD.Queue,0.2565
Waiting Time,CONSULTAR.Queue,0.3550
Waiting Time,LOGIN.Queue,0.4817
Number Waiting,ALTERAR.Queue,0.06246008
Number Waiting,APP.Queue,0.1830
Number Waiting,BD.Queue,0.2064
Number Waiting,CONSULTAR.Queue,0.1764
Number Waiting,LOGIN.Queue,0.3570
Instantaneous Utilization,ResourceAlterar,0.2075
Instantaneous Utilization,ResourceApp,0.3822
Instantaneous Utilization,ResourceBD,0.3793
Instantaneous Utilization,ResourceConsultar,0.3220
Instantaneous Utilization,ResourceLogin,0.4356
Waiting Time,ALTERAR.Queue,0.1783
Waiting Time,APP.Queue,0.3690
Waiting Time,BD.Queue,0.3321
Waiting Time,CONSULTAR.Queue,0.3725
Waiting Time,LOGIN.Queue,0.5082
Number Waiting,ALTERAR.Queue,0.05669809
Number Waiting,APP.Queue,0.2900
Number Waiting,BD.Queue,0.2823
Number Waiting,CONSULTAR.Queue,0.1985
Number Waiting,LOGIN.Queue,0.3994
Instantaneous Utilization,ResourceAlterar,0.2283
Instantaneous Utilization,ResourceApp,0.4137
Instantaneous Utilization,ResourceBD,0.4036
Instantaneous Utilization,ResourceConsultar,0.3486
Instantaneous Utilization,ResourceLogin,0.4696
Waiting Time,ALTERAR.Queue,0.2284
Waiting Time,APP.Queue,0.1961
Waiting Time,BD.Queue,0.3000
Waiting Time,CONSULTAR.Queue,0.2834
Waiting Time,LOGIN.Queue,0.3448
Number Waiting,ALTERAR.Queue,0.06921405
Number Waiting,APP.Queue,0.1368
Number Waiting,BD.Queue,0.2289
Number Waiting,CONSULTAR.Queue,0.1304
Number Waiting,LOGIN.Queue,0.2406
Instantaneous Utilization,ResourceAlterar,0.2240
Instantaneous Utilization,ResourceApp,0.3259
Instantaneous Utilization,ResourceBD,0.3784
Instantaneous Utilization,ResourceConsultar,0.3084
Instantaneous Utilization,ResourceLogin,0.4105
Waiting Time,ALTERAR.Queue,0.1808
Waiting Time,APP.Queue,0.3521
Waiting Time,BD.Queue,0.1972
Waiting Time,CONSULTAR.Queue,0.3266
Waiting Time,LOGIN.Queue,0.3491
Number Waiting,ALTERAR.Queue,0.05694418
Number Waiting,APP.Queue,0.2496
Number Waiting,BD.Queue,0.1499
Number Waiting,CONSULTAR.Queue,0.1457
Number Waiting,LOGIN.Queue,0.2487
Instantaneous Utilization,ResourceAlterar,0.2084
Instantaneous Utilization,ResourceApp,0.3841
Instantaneous Utilization,ResourceBD,0.3429
Instantaneous Utilization,ResourceConsultar,0.3207
Instantaneous Utilization,ResourceLogin,0.4155
Waiting Time,ALTERAR.Queue,0.1851
Waiting Time,APP.Queue,0.3677
Waiting Time,BD.Queue,0.2689
Waiting Time,CONSULTAR.Queue,0.4301
Waiting Time,LOGIN.Queue,0.3972
Number Waiting,ALTERAR.Queue,0.06035493
Number Waiting,APP.Queue,0.2813
Number Waiting,BD.Queue,0.2237
Number Waiting,CONSULTAR.Queue,0.2176
Number Waiting,LOGIN.Queue,0.3035
Instantaneous Utilization,ResourceAlterar,0.2312
Instantaneous Utilization,ResourceApp,0.3942
Instantaneous Utilization,ResourceBD,0.4006
Instantaneous Utilization,ResourceConsultar,0.3597
Instantaneous Utilization,ResourceLogin,0.4466
Waiting Time,ALTERAR.Queue,0.1756
Waiting Time,APP.Queue,0.3597
Waiting Time,BD.Queue,0.3459
Waiting Time,CONSULTAR.Queue,0.3022
Waiting Time,LOGIN.Queue,0.4236
Number Waiting,ALTERAR.Queue,0.05846686
Number Waiting,APP.Queue,0.2769
Number Waiting,BD.Queue,0.2905
Number Waiting,CONSULTAR.Queue,0.1550
Number Waiting,LOGIN.Queue,0.3261
Instantaneous Utilization,ResourceAlterar,0.2268
Instantaneous Utilization,ResourceApp,0.4013
Instantaneous Utilization,ResourceBD,0.4164
Instantaneous Utilization,ResourceConsultar,0.3206
Instantaneous Utilization,ResourceLogin,0.4568
Waiting Time,ALTERAR.Queue,0.2096
Waiting Time,APP.Queue,0.3897
Waiting Time,BD.Queue,0.3573
Waiting Time,CONSULTAR.Queue,0.2936
Waiting Time,LOGIN.Queue,0.4267
Number Waiting,ALTERAR.Queue,0.07378885
Number Waiting,APP.Queue,0.3098
Number Waiting,BD.Queue,0.3055
Number Waiting,CONSULTAR.Queue,0.1477
Number Waiting,LOGIN.Queue,0.3392
Instantaneous Utilization,ResourceAlterar,0.2324
Instantaneous Utilization,ResourceApp,0.4108
Instantaneous Utilization,ResourceBD,0.4093
Instantaneous Utilization,ResourceConsultar,0.3302
Instantaneous Utilization,ResourceLogin,0.4751
Waiting Time,ALTERAR.Queue,0.2118
Waiting Time,APP.Queue,0.4116
Waiting Time,BD.Queue,0.3257
Waiting Time,CONSULTAR.Queue,0.3653
Waiting Time,LOGIN.Queue,0.4639
Number Waiting,ALTERAR.Queue,0.06968764
Number Waiting,APP.Queue,0.3124
Number Waiting,BD.Queue,0.2726
Number Waiting,CONSULTAR.Queue,0.1859
Number Waiting,LOGIN.Queue,0.3521
Instantaneous Utilization,ResourceAlterar,0.2294
Instantaneous Utilization,ResourceApp,0.4108
Instantaneous Utilization,ResourceBD,0.3999
Instantaneous Utilization,ResourceConsultar,0.3458
Instantaneous Utilization,ResourceLogin,0.4452
Waiting Time,ALTERAR.Queue,0.2501
Waiting Time,APP.Queue,0.3862
Waiting Time,BD.Queue,0.2912
Waiting Time,CONSULTAR.Queue,0.1943
Waiting Time,LOGIN.Queue,0.7307
Number Waiting,ALTERAR.Queue,0.08704084
Number Waiting,APP.Queue,0.2935
Number Waiting,BD.Queue,0.2358
Number Waiting,CONSULTAR.Queue,0.08955772
Number Waiting,LOGIN.Queue,0.5553
Instantaneous Utilization,ResourceAlterar,0.2440
Instantaneous Utilization,ResourceApp,0.4012
Instantaneous Utilization,ResourceBD,0.3784
Instantaneous Utilization,ResourceConsultar,0.2872
Instantaneous Utilization,ResourceLogin,0.4431
Waiting Time,ALTERAR.Queue,0.2215
Waiting Time,APP.Queue,0.3360
Waiting Time,BD.Queue,0.3631
Waiting Time,CONSULTAR.Queue,0.3695
Waiting Time,LOGIN.Queue,0.6364
Number Waiting,ALTERAR.Queue,0.07176423
Number Waiting,APP.Queue,0.2641
Number Waiting,BD.Queue,0.3094
Number Waiting,CONSULTAR.Queue,0.1951
Number Waiting,LOGIN.Queue,0.5002
Instantaneous Utilization,ResourceAlterar,0.2287
Instantaneous Utilization,ResourceApp,0.4181
Instantaneous Utilization,ResourceBD,0.4182
Instantaneous Utilization,ResourceConsultar,0.3362
Instantaneous Utilization,ResourceLogin,0.4654
Waiting Time,ALTERAR.Queue,0.1979
Waiting Time,APP.Queue,0.3763
Waiting Time,BD.Queue,0.2914
Waiting Time,CONSULTAR.Queue,0.2328
Waiting Time,LOGIN.Queue,0.3574
Number Waiting,ALTERAR.Queue,0.06392750
Number Waiting,APP.Queue,0.2758
Number Waiting,BD.Queue,0.2275
Number Waiting,CONSULTAR.Queue,0.1059
Number Waiting,LOGIN.Queue,0.2620
Instantaneous Utilization,ResourceAlterar,0.2103
Instantaneous Utilization,ResourceApp,0.3607
Instantaneous Utilization,ResourceBD,0.3801
Instantaneous Utilization,ResourceConsultar,0.2937
Instantaneous Utilization,ResourceLogin,0.4005
Waiting Time,ALTERAR.Queue,0.1931
Waiting Time,APP.Queue,0.3342
Waiting Time,BD.Queue,0.3268
Waiting Time,CONSULTAR.Queue,0.4941
Waiting Time,LOGIN.Queue,0.5451
Number Waiting,ALTERAR.Queue,0.06411629
Number Waiting,APP.Queue,0.2564
Number Waiting,BD.Queue,0.2710
Number Waiting,CONSULTAR.Queue,0.2461
Number Waiting,LOGIN.Queue,0.4170
Instantaneous Utilization,ResourceAlterar,0.2317
Instantaneous Utilization,ResourceApp,0.4049
Instantaneous Utilization,ResourceBD,0.3984
Instantaneous Utilization,ResourceConsultar,0.3243
Instantaneous Utilization,ResourceLogin,0.4502
Waiting Time,ALTERAR.Queue,0.1412
Waiting Time,APP.Queue,0.3569
Waiting Time,BD.Queue,0.2852
Waiting Time,CONSULTAR.Queue,0.3863
Waiting Time,LOGIN.Queue,0.3995
Number Waiting,ALTERAR.Queue,0.04843888
Number Waiting,APP.Queue,0.2756
Number Waiting,BD.Queue,0.2379
Number Waiting,CONSULTAR.Queue,0.1897
Number Waiting,LOGIN.Queue,0.3080
Instantaneous Utilization,ResourceAlterar,0.2261
Instantaneous Utilization,ResourceApp,0.4097
Instantaneous Utilization,ResourceBD,0.3967
Instantaneous Utilization,ResourceConsultar,0.3015
Instantaneous Utilization,ResourceLogin,0.4610
Waiting Time,ALTERAR.Queue,0.2494
Waiting Time,APP.Queue,0.2994
Waiting Time,BD.Queue,0.2059
Waiting Time,CONSULTAR.Queue,0.2946
Waiting Time,LOGIN.Queue,0.4399
Number Waiting,ALTERAR.Queue,0.07732113
Number Waiting,APP.Queue,0.2048
Number Waiting,BD.Queue,0.1540
Number Waiting,CONSULTAR.Queue,0.1293
Number Waiting,LOGIN.Queue,0.3009
Instantaneous Utilization,ResourceAlterar,0.2305
Instantaneous Utilization,ResourceApp,0.3665
Instantaneous Utilization,ResourceBD,0.3486
Instantaneous Utilization,ResourceConsultar,0.2896
Instantaneous Utilization,ResourceLogin,0.4050
Waiting Time,ALTERAR.Queue,0.2332
Waiting Time,APP.Queue,0.3150
Waiting Time,BD.Queue,0.2377
Waiting Time,CONSULTAR.Queue,0.3938
Waiting Time,LOGIN.Queue,0.5528
Number Waiting,ALTERAR.Queue,0.07206141
Number Waiting,APP.Queue,0.2369
Number Waiting,BD.Queue,0.1927
Number Waiting,CONSULTAR.Queue,0.1981
Number Waiting,LOGIN.Queue,0.4157
Instantaneous Utilization,ResourceAlterar,0.2158
Instantaneous Utilization,ResourceApp,0.3942
Instantaneous Utilization,ResourceBD,0.3674
Instantaneous Utilization,ResourceConsultar,0.3470
Instantaneous Utilization,ResourceLogin,0.4645
Waiting Time,ALTERAR.Queue,0.1984
Waiting Time,APP.Queue,0.3303
Waiting Time,BD.Queue,0.2400
Waiting Time,CONSULTAR.Queue,0.2600
Waiting Time,LOGIN.Queue,0.3545
Number Waiting,ALTERAR.Queue,0.06208869
Number Waiting,APP.Queue,0.2417
Number Waiting,BD.Queue,0.1894
Number Waiting,CONSULTAR.Queue,0.1238
Number Waiting,LOGIN.Queue,0.2591
Instantaneous Utilization,ResourceAlterar,0.2305
Instantaneous Utilization,ResourceApp,0.4054
Instantaneous Utilization,ResourceBD,0.3801
Instantaneous Utilization,ResourceConsultar,0.3166
Instantaneous Utilization,ResourceLogin,0.4253
Waiting Time,ALTERAR.Queue,0.2511
Waiting Time,APP.Queue,0.3303
Waiting Time,BD.Queue,0.2555
Waiting Time,CONSULTAR.Queue,0.2475
Waiting Time,LOGIN.Queue,0.5665
Number Waiting,ALTERAR.Queue,0.07634479
Number Waiting,APP.Queue,0.2368
Number Waiting,BD.Queue,0.1970
Number Waiting,CONSULTAR.Queue,0.1156
Number Waiting,LOGIN.Queue,0.4062
Instantaneous Utilization,ResourceAlterar,0.2175
Instantaneous Utilization,ResourceApp,0.3702
Instantaneous Utilization,ResourceBD,0.3545
Instantaneous Utilization,ResourceConsultar,0.3085
Instantaneous Utilization,ResourceLogin,0.4512
Waiting Time,ALTERAR.Queue,0.2793
Waiting Time,APP.Queue,0.3237
Waiting Time,BD.Queue,0.3307
Waiting Time,CONSULTAR.Queue,0.3484
Waiting Time,LOGIN.Queue,0.4826
Number Waiting,ALTERAR.Queue,0.0995
Number Waiting,APP.Queue,0.2519
Number Waiting,BD.Queue,0.2808
Number Waiting,CONSULTAR.Queue,0.1735
Number Waiting,LOGIN.Queue,0.3752
Instantaneous Utilization,ResourceAlterar,0.2558
Instantaneous Utilization,ResourceApp,0.4193
Instantaneous Utilization,ResourceBD,0.4153
Instantaneous Utilization,ResourceConsultar,0.3377
Instantaneous Utilization,ResourceLogin,0.4563
Waiting Time,ALTERAR.Queue,0.1834
Waiting Time,APP.Queue,0.3139
Waiting Time,BD.Queue,0.2529
Waiting Time,CONSULTAR.Queue,0.3415
Waiting Time,LOGIN.Queue,0.6084
Number Waiting,ALTERAR.Queue,0.06527603
Number Waiting,APP.Queue,0.2398
Number Waiting,BD.Queue,0.2070
Number Waiting,CONSULTAR.Queue,0.1581
Number Waiting,LOGIN.Queue,0.4648
Instantaneous Utilization,ResourceAlterar,0.2518
Instantaneous Utilization,ResourceApp,0.3898
Instantaneous Utilization,ResourceBD,0.3890
Instantaneous Utilization,ResourceConsultar,0.3155
Instantaneous Utilization,ResourceLogin,0.4628
Waiting Time,ALTERAR.Queue,0.2053
Waiting Time,APP.Queue,0.2835
Waiting Time,BD.Queue,0.2906
Waiting Time,CONSULTAR.Queue,0.3031
Waiting Time,LOGIN.Queue,0.4207
Number Waiting,ALTERAR.Queue,0.06158558
Number Waiting,APP.Queue,0.2030
Number Waiting,BD.Queue,0.2238
Number Waiting,CONSULTAR.Queue,0.1425
Number Waiting,LOGIN.Queue,0.3011
Instantaneous Utilization,ResourceAlterar,0.2240
Instantaneous Utilization,ResourceApp,0.3625
