Waiting Time,0.1869
Number Waiting,0.05737848
Instantaneous Utilization,0.2051
Waiting Time,0.2150
Number Waiting,0.06535994
Instantaneous Utilization,0.2352
Waiting Time,0.1454
Number Waiting,0.05079042
Instantaneous Utilization,0.2394
Waiting Time,0.1320
Number Waiting,0.03999789
Instantaneous Utilization,0.2068
Waiting Time,0.2675
Number Waiting,0.07945664
Instantaneous Utilization,0.2067
Waiting Time,0.2125
Number Waiting,0.06949658
Instantaneous Utilization,0.2444
Waiting Time,0.2218
Number Waiting,0.07495508
Instantaneous Utilization,0.2496
Waiting Time,0.2428
Number Waiting,0.08545357
Instantaneous Utilization,0.2519
Waiting Time,0.1962
Number Waiting,0.06003517
Instantaneous Utilization,0.2179
Waiting Time,0.1736
Number Waiting,0.05468785
Instantaneous Utilization,0.2060
Waiting Time,0.1968
Number Waiting,0.06631888
Instantaneous Utilization,0.2490
Waiting Time,0.2625
Number Waiting,0.0943
Instantaneous Utilization,0.2492
Waiting Time,0.2183
Number Waiting,0.06941156
Instantaneous Utilization,0.2176
Waiting Time,0.2419
Number Waiting,0.07788528
Instantaneous Utilization,0.2519
Waiting Time,0.2202
Number Waiting,0.07180058
Instantaneous Utilization,0.2477
Waiting Time,0.2276
Number Waiting,0.07601337
Instantaneous Utilization,0.2416
Waiting Time,0.1593
Number Waiting,0.05128426
Instantaneous Utilization,0.2238
Waiting Time,0.1302
Number Waiting,0.04516828
Instantaneous Utilization,0.2457
Waiting Time,0.2824
Number Waiting,0.08557850
Instantaneous Utilization,0.2167
Waiting Time,0.2555
Number Waiting,0.0932
Instantaneous Utilization,0.2516
Waiting Time,0.2122
Number Waiting,0.06494213
Instantaneous Utilization,0.2324
Waiting Time,0.1523
Number Waiting,0.04553867
Instantaneous Utilization,0.2149
Waiting Time,0.2028
Number Waiting,0.06246008
Instantaneous Utilization,0.2075
Waiting Time,0.1783
Number Waiting,0.05669809
Instantaneous Utilization,0.2283
Waiting Time,0.2284
Number Waiting,0.06921405
Instantaneous Utilization,0.2240
Waiting Time,0.1808
Number Waiting,0.05694418
Instantaneous Utilization,0.2084
Waiting Time,0.1851
Number Waiting,0.06035493
Instantaneous Utilization,0.2312
Waiting Time,0.1756
Number Waiting,0.05846686
Instantaneous Utilization,0.2268
Waiting Time,0.2096
Number Waiting,0.07378885
Instantaneous Utilization,0.2324
Waiting Time,0.2118
